"","weight"
"1",1.97479517921736
"2",0.906200860685233
"3",1.21096036277358
"4",1.89692936093557
"5",0.919774614244185
"6",0.98025557889725
"7",0.483558683394183
"8",0.827236967064988
"9",0.570547982160875
"10",0.838582732518852
"11",1.16394338324758
"12",0.199852445673843
"13",0.936482782169792
"14",0.17137386047583
"15",0.65314623163817
"16",0.540285665298753
"17",0.317307421882396
"18",0.439913628097061
"19",0.222281353352972
"20",0.175054277459337
"21",0.434852849033211
"22",0.192604777202514
"23",0.446345157773181
"24",0.500022199604482
"25",0.639893741287385
"26",1.39783439633095
"27",0.871148667375847
